description,category,amount
RALPH LAUREN VISIT,shopping,-159.26
Puma Monthly,shopping,-206.27
AMAZON MUSIC MASTERCARD/PRAGUE GAME,entertainment,-135.39
purchase toll gate fare,transport,-40.81
Electricity Bill Delivery,bills_utilities,-837.35
breakfast (tgi friday's) brunch,cafe_restaurant,-62.99
Payment From Brasserie,cafe_restaurant,-30.96
recurring airbnb payout,income,2658.33
CHINESE RESTAURANT VISIT SUSHI,cafe_restaurant,-3.46
Opera House S8657X ,entertainment,-86.36
Pizza Hut Credit Online Dine In,cafe_restaurant,-20.86
MEDICAL FROM PLANET FITNESS,health,-28.64
stripe payout received interest credited,income,3636.51
Anytime Fitness Monthly,health,-98.41
Vitality Visit,health,-57.56
WISH BILL DRESS,shopping,-483.29
cake (restaurant) kebab,cafe_restaurant,-51.45
recurring steam festival pass,entertainment,-51.18
INVESTMENT RETURN DIVIDEND PAYMENT PROJECT PAYMENT,income,1989.78
RYANAIR - JOURNEY COMMUTE,transport,-14.56
METRO INBOUND TRANSFER FERRY CROSSING,transport,-79.92
Purchase Kebab Shop,cafe_restaurant,-21.61
MINI MARKET BILL,groceries,-87.47
PROJECT PAYMENT NEAR WORK,income,1577.32
dd pret a manger,cafe_restaurant,-50.66
purchase pilates,health,-149.61
CONTACTLESS NETFLIX CONCERT TICKET,entertainment,-112.47
TRIP CREDITED TRAVEL CARD,transport,-18.71
Whole Foods Visa Food Shopping,groceries,-71.23
Pizza Express Visit Coffee,cafe_restaurant,-52.49
douglas pos/us furniture,shopping,-55.38
laptop from puma trousers,shopping,-164.36
Credit Rental Income,income,3753.71
FERRY CHARGING DIESEL,transport,-9.12
VUE CINEMA BILL SERIES,entertainment,-137.9
FESTIVAL PASS NEAR WORK SHOW,entertainment,-18.85
zara*3ukg4fa jewellery,shopping,-210.77
EBAY-ROME-POS,shopping,-471.96
card payment edeka berlin organic,groceries,-119.33
EGGS DOWNTOWN DAIRY,groceries,-13.13
Recurring Anglian Water Council Tax,bills_utilities,-1098.01
Standing Order Starbucks,cafe_restaurant,-57.97
WEB SHAKE SHACK DUBLIN BEER,cafe_restaurant,-36.15
Myprotein Monthly,health,-87.11
Steam Auto-Renewal,entertainment,-52.71
TRAMPOLINE PARK-ROME-CONTACTLESS CLUB ENTRY,entertainment,-64.28
SO DEUTSCHE BAHN TOLL,transport,-17.31
GREGGS DE IBAN,cafe_restaurant,-36.65
Vegetables (Netto),groceries,-36.39
night out near work,entertainment,-80.85
megabus payment ticket,transport,-72.71
charging at tfl trip,transport,-73.42
WATER BILL-GB-SEPA,bills_utilities,-731.83
so pub pasta,cafe_restaurant,-31.13
phone plan,bills_utilities,-1126.3
TRAIN WARSAW APP,transport,-34.85
return gap,shopping,-369.31
direct debit diner sandwich,cafe_restaurant,-59.02
ZARA AUTO-RENEWAL,shopping,-304.57
CARD PAYMENT SUPERMARKET PRAGUE GROCERIES,groceries,-54.75
L'Occitane Paypal Appliance,shopping,-167.57
ELKJØP DIRECT DEBIT,shopping,-121.78
clothes credited appliance,shopping,-136.7
burger gb pos cappuccino,cafe_restaurant,-7.91
salary visit payout,income,5093.83
DOMINO'S | PURCHASE | 266FJ1REF,cafe_restaurant,-34.26
free now delivery,transport,-37.95
SNACK (INDIAN TAKEAWAY),cafe_restaurant,-11.7
crunchyroll inbound transfer,entertainment,-74.74
Rei - Electronics Kitchenware,shopping,-27.5
Ecom Trenitalia Travel Card Journey,transport,-5.0
LLOYDS PHARMACY DIRECT DEBIT MASSAGE,health,-158.97
AUTOPAY HABITAT PURCHASE,shopping,-234.19
BRUNCH AT PUB PASTA,cafe_restaurant,-21.29
Rewe Delivery,groceries,-91.36
Gap Inbound Transfer Online Order,shopping,-442.22
HEALTH INSURANCE NEAR WORK,health,-48.39
Grocery Store Charge Mastercard Food Shopping,groceries,-34.08
Purchase Ryanair Parking Fee,transport,-5.66
groceries at m&s food vegetables,groceries,-40.7
Gap Received Headphones,shopping,-373.59
Autopay Rent Electricity Monthly Bill,bills_utilities,-1211.58
playstation card,entertainment,-28.28
five guys direct debit delivery meal,cafe_restaurant,-21.24
netflix recurring/us,entertainment,-75.32
dress from apple store,shopping,-393.05
NANDO'S ONLINE ESPRESSO,cafe_restaurant,-4.61
Escape Room Direct Debit/Chicago,entertainment,-126.2
DENTIST PAYMENT PHYSIO,health,-108.98
standing order near work,bills_utilities,-1108.98
direct debit starbucks berlin,cafe_restaurant,-32.28
employer txn ref ib7xmeiam,income,3195.7
M&S FOOD*QBY02V VEGETABLES,groceries,-110.09
PAPA JOHN'S*0S3GS7754,cafe_restaurant,-9.49
autopay kaufland order,groceries,-117.08
purchase waitrose fresh food,groceries,-68.18
Renfe Monthly Journey,transport,-34.23
SCOTTISH WATER BILL RENT PAYMENT,bills_utilities,-1037.24
roblox | invoice | 6xy5zjo club entry,entertainment,-118.44
Ramen,cafe_restaurant,-63.6
Greggs Online,cafe_restaurant,-64.0
payment from department store,shopping,-414.21
Chinese Restaurant/Debit/New York Wine,cafe_restaurant,-6.7
diner iban ref vbqd8063,cafe_restaurant,-37.72
THREE - ELECTRICITY STANDING ORDER,bills_utilities,-214.3
Sepa Mental Health App Los Angeles Supplements,health,-16.58
STRIPE COOP PARIS,groceries,-110.98
direct debit xbox,entertainment,-101.2
CONTACTLESS TIDAL PARIS,entertainment,-62.36
TRAMPOLINE PARK AUTO-RENEWAL,entertainment,-113.53
RETURN PUB LATTE,cafe_restaurant,-13.01
bolt-gb-iban trip,transport,-8.83
METRO VISIT PETROL,transport,-54.49
Xbox Payment Bowling,entertainment,-108.9
CRUNCHYROLL*SUB STOCKHOLM,entertainment,-30.45
DAIRY AT BILLA FRUITS,groceries,-59.38
COMEDY CLUB MOVIE MEMBERSHIP,entertainment,-63.74
renfe debit/lisbon ride,transport,-28.1
STANDING ORDER CVS,health,-209.75
greyhound stripe/prague fare,transport,-34.43
Aviva Direct Debit,bills_utilities,-656.58
pizza hut card fr,cafe_restaurant,-12.7
VODAFONE HOME | CHARGE | FR7NJYE3 MORTGAGE PAYMENT,bills_utilities,-844.85
ecom circle k warsaw pass,transport,-15.82
Chili'S-De-Web Lunch,cafe_restaurant,-40.08
nightclub monthly,entertainment,-76.21
CURRYS WITH FRIENDS FURNITURE,shopping,-471.34
Phone At Adidas Jacket,shopping,-78.3
HEALTH INSURANCE AT NUFFIELD HEALTH HEALTH INSURANCE,health,-130.96
T-Mobile Visit,bills_utilities,-853.65
Rwe Auto-Renewal Annual Fee,bills_utilities,-387.68
TWITCH TXN REF NEXEI4 EVENT TICKET,entertainment,-73.96
direct debit yoga studio,health,-129.39
Tidal Monthly Show,entertainment,-57.13
kebab shop monthly wine,cafe_restaurant,-36.13
LYFT - FARE TRIP,transport,-68.31
apple store - shoes,shopping,-475.15
performance bonus visa bonus received,income,4656.55
Tidal Inbound Transfer,entertainment,-26.24
Credit Papa John'S Pizza,cafe_restaurant,-63.41
fnac inbound transfer kitchenware,shopping,-418.48
AVIVA INBOUND TRANSFER PHONE PLAN,bills_utilities,-1208.2
CARD PAYMENT SCIENCE CENTER LONDON,entertainment,-146.07
espresso,cafe_restaurant,-53.51
Sneakers Downtown,shopping,-312.42
Shein Received Jewellery,shopping,-92.35
Applebee'S Bill Espresso,cafe_restaurant,-62.41
british gas*cjd9vdnp,bills_utilities,-1185.98
esso online,transport,-4.02
vodafone stripe water,bills_utilities,-803.62
PAYMENT FROM LIDL,groceries,-28.76
CLINIC | FEE | DZ89GXQ,health,-91.1
SHAKE SHACK PAYMENT,cafe_restaurant,-16.85
VINTED BRUSSELS SEPA TROUSERS,shopping,-228.71
E.ON ONLINE WATER,bills_utilities,-221.37
Cigna Visit Massage,health,-54.44
DD AVIS TICKET,transport,-44.9
Rental Income Online Bonus Received,income,1319.79
WAITROSE YDYJQLVXNL US,groceries,-36.52
Standing Order Mortgage Payment,bills_utilities,-418.91
Purchase Sixt Trip,transport,-46.26
kaufland visa/chicago bread,groceries,-74.16
KFC PASTA SUSHI,cafe_restaurant,-49.92
CAR PARK PAYMENT CHARGING,transport,-57.28
CONTACTLESS CHIPOTLE LUNCH,cafe_restaurant,-49.58
saturn online,shopping,-494.62
TGI FRIDAY'S*FDMU6P,cafe_restaurant,-52.16
APPLE STORE*X5HROB,shopping,-87.98
apple tv+-madrid-mastercard membership,entertainment,-60.79
Sse App/Paris,bills_utilities,-524.53
TRAIN*PUR STOCKHOLM SHUTTLE,transport,-17.63
Gap*Fee Amsterdam,shopping,-92.7
STANDING ORDER NATIONAL EXPRESS PARKING FEE,transport,-2.33
CREDIT HOSPITAL HEALTH INSURANCE,health,-140.63
electronics downtown,shopping,-254.21
SPAR APP BULK FOOD,groceries,-34.51
Greggs J8Lc7U8T Stockholm Pizza,cafe_restaurant,-10.22
Monthly Bill Mortgage Payment,bills_utilities,-1483.89
CINEWO GB ONLINE,entertainment,-77.76
Pizza Express / Lunch,cafe_restaurant,-13.65
Car Park Shuttle,transport,-25.97
AMC DELIVERY,entertainment,-24.98
SO RESTAURANT TAKEAWAY,cafe_restaurant,-29.98
Purchase Dentist,health,-43.08
Government Payment Delivery Salary Received,income,3123.85
sports direct / accessories,shopping,-199.81
SO BURGER JOINT,cafe_restaurant,-6.74
NATIONAL EXPRESS | INVOICE | PGVI42,transport,-78.47
kebab shop 5g1rn49e  cocktail,cafe_restaurant,-24.81
So Chick-Fil-A Delivery Meal,cafe_restaurant,-55.15
VEGETABLES OUTING FRESH FOOD,groceries,-106.56
WISE TRANSFER ONLINE CASHBACK CREDITED,income,1209.27
food market fee contactless vegetables,groceries,-119.44
AMAZON MUSIC / BOWLING IN-APP PURCHASE,entertainment,-25.43
marks  amsterdam online eggs,groceries,-14.97
purchase comedy club,entertainment,-92.85
Cafe-Amsterdam-Contactless,cafe_restaurant,-10.18
VERIZON-FR-MASTERCARD BROADBAND BILL,bills_utilities,-1255.97
BURGER AT BRASSERIE,cafe_restaurant,-36.83
BRASSERIE*TRA MADRID DINE IN,cafe_restaurant,-39.49
direct debit flixbus travel card,transport,-45.58
laptop downtown electronics,shopping,-38.81
DIRECT DEBIT VINTED SNEAKERS,shopping,-30.25
Sky Debit/Chicago Broadband Bill,bills_utilities,-759.07
OUTLET STORE WITH FRIENDS,shopping,-384.74
Order Airbnb Payout Refund Received,income,809.57
SPORTS DIRECT-BERLIN-SEPA,shopping,-459.63
Ebay Delivery Accessories,shopping,-136.63
MILK,groceries,-38.84
UPWORK PAYMENT FREELANCE INCOME,income,1603.07
Lyft,transport,-16.91
Playstation*Cha Stockholm,entertainment,-35.84
Contactless Tfl Ferry Crossing,transport,-3.37
Sse Inbound Transfer,bills_utilities,-1041.13
ASOS BILL,shopping,-245.21
STANDING ORDER CORNER SHOP MILK,groceries,-112.39
BROADBAND RECURRING REF ONPVXZ,bills_utilities,-1210.94
Ramen Shop*E67X8Z Delivery Meal,cafe_restaurant,-28.3
MEDICATION MEDICAL,health,-72.28
gp surgery app ref khdcjj dental,health,-125.65
DAVID LLOYD PHYSIO,health,-5.59
concert ticket outing game,entertainment,-121.1
asda 0mxtvc0ih4 london produce,groceries,-109.35
SPAR-FR-SEPA,groceries,-114.34
DIVIDEND INBOUND TRANSFER,income,5289.03
XBOX MONTHLY SUBSCRIPTION,entertainment,-32.04
Travel Card From Europcar Shuttle,transport,-25.38
CONTACTLESS SALARY PAYOUT,income,1982.57
jacket downtown,shopping,-169.06
tommy hilfiger charge mastercard,shopping,-177.77
HERTZ CREDIT/LISBON PETROL,transport,-32.63
puma visit,shopping,-426.23
SPAR APP ORGANIC,groceries,-44.28
Direct Debit Naturkost Warsaw,groceries,-105.68
DIRECT DEBIT PUMA,shopping,-286.59
LIDL BILL,groceries,-126.06
order rei shoes,shopping,-370.74
RENT / ANNUAL FEE,bills_utilities,-841.21
FILM,entertainment,-97.56
Gig,entertainment,-43.58
sainsbury's visit bulk food,groceries,-108.53
Dd Naturkost,groceries,-26.21
credit domino's wine,cafe_restaurant,-44.85
dd esso ferry crossing,transport,-71.39
Wayfair Payment,shopping,-91.41
National Rail Dyiutq Vienna,transport,-42.28
SO MEGABUS AIRPORT TRANSFER,transport,-33.49
standing order home insurance,bills_utilities,-148.96
CONTACTLESS MENTAL HEALTH APP THERAPY,health,-158.47
Mental Health App Sepa Ref Fo1T0Xb0 Protein,health,-149.53
CONTACTLESS EE MONTHLY BILL,bills_utilities,-1061.48
Tapas  De Iban,cafe_restaurant,-31.81
card payment marks spencer prague,groceries,-85.06
contactless greyhound journey,transport,-58.66
so commission,income,4994.25
Direct Debit Puregym,health,-63.25
tesco card us,groceries,-92.4
PAYOUT AT AIRBNB PAYOUT REFUND RECEIVED,income,1354.73
wage credit outing transfer received,income,2225.65
Shein*Lv5Ehqo,shopping,-419.81
Order Laboratory Protein,health,-71.85
direct debit axa health gym,health,-40.57
AUTOPAY NUFFIELD HEALTH SUBSCRIPTION HEALTH INSURANCE,health,-30.83
jewellery downtown furniture,shopping,-95.79
amazon chicago pos,shopping,-30.38
insurance premium at deutsche telekom council tax,bills_utilities,-1040.8
Local Market Credit Eggs,groceries,-22.34
TFL*TW7I5B DIESEL,transport,-43.06
EGGS FROM EDEKA,groceries,-87.95
STREET FOOD PAYMENT,cafe_restaurant,-51.57
credit migros supermarket run,groceries,-100.19
CARD PAYMENT CONTRACTOR FEE PRAGUE,income,2465.83
JOURNEY OUTING DIESEL,transport,-34.28
checkup,health,-43.8
STANDING ORDER H&M,shopping,-254.25
Contactless Epic Games Membership,entertainment,-85.52
PURCHASE REFUND,income,878.0
recurring blood test,health,-52.64
Checkup (Rossmann),health,-5.44
direct debit wish,shopping,-102.41
DOCTOR VISIT OUTING,health,-184.83
L'Occitane With Friends,shopping,-474.03
Olive Garden Stripe,cafe_restaurant,-4.87
WAITROSE IBAN REF 2KW5C4SY SUPERMARKET RUN,groceries,-90.27
ORDER THEATRE MEMBERSHIP,entertainment,-11.27
Bonus Auto-Renewal,income,1519.01
order pilates health insurance,health,-14.89
SALARY CASHBACK CREDITED,income,2811.55
PURCHASE MORTGAGE,bills_utilities,-539.17
Restaurant 3Oi4P38 Eu Sushi,cafe_restaurant,-21.03
FARE AT GREYHOUND,transport,-30.33
NATURKOST RECEIVED,groceries,-27.29
local market visit,groceries,-15.07
burger joint delivery sushi,cafe_restaurant,-54.52
amc txn credit,entertainment,-6.29
Bistro Dublin Paypal Ramen,cafe_restaurant,-49.67
groceries eggs,groceries,-99.84
DD JOHN LEWIS,shopping,-207.13
CREDIT AMAZON MUSIC CHICAGO MOVIE,entertainment,-68.44
annual fee standing order,bills_utilities,-890.84
AUTOPAY GP SURGERY ORDER PRESCRIPTION,health,-205.41
npower*w5n3d6h direct debit,bills_utilities,-1180.47
KITCHENWARE CREDITED PURCHASE,shopping,-421.78
Direct Debit Nando'S Cake,cafe_restaurant,-44.26
FLIXBUS WITH FRIENDS,transport,-74.14
VITAMINS (LA FITNESS) HEALTH INSURANCE,health,-13.83
RECURRING CONCERT VENUE,entertainment,-101.94
BREAKFAST AT PIZZERIA PASTA,cafe_restaurant,-4.9
ESCAPE ROOM AUTO-RENEWAL,entertainment,-146.68
CARREFOUR VISIT VEGETABLES,groceries,-80.06
ORDER WALGREENS HEALTH INSURANCE,health,-153.13
PAYMENT FROM LOCAL MARKET FOOD SHOPPING,groceries,-100.96
Vodafone Electricity Insurance Premium,bills_utilities,-1054.58
PIZZA PASTA,cafe_restaurant,-35.23
BILLA,groceries,-28.74
Grocery Store Online Meat,groceries,-97.52
water bill/txn/paris broadband bill,bills_utilities,-1054.85
Standing Order Food Market,groceries,-102.17
Payment From Outlet Store,shopping,-487.69
Autopay Pizza Hut Debit Latte,cafe_restaurant,-5.03
SALARY*B7K8H4,income,1333.53
Aldi Auto-Renewal Milk,groceries,-58.79
GROCER DUBLIN CARD GROCERY,groceries,-97.38
ETSY VISIT SHOES,shopping,-130.96
STANDING ORDER MUBI,entertainment,-87.49
supermarket run at netto bulk food,groceries,-121.06
purchase british gas rent payment,bills_utilities,-370.61
Naturkost Pos/Stockholm,groceries,-97.34
dd leon ramen,cafe_restaurant,-19.02
DEBIT TOMMY HILFIGER JACKET ELECTRONICS,shopping,-313.94
fare downtown fuel,transport,-27.2
VERIZON VISIT,bills_utilities,-1112.44
restaurant received,cafe_restaurant,-40.26
GIFT FROM ZARA ONLINE ORDER,shopping,-443.9
COOP PAYMENT AUTOPAY,groceries,-41.29
transfer received from contractor fee freelance income,income,3814.24
PHYSIO AT ROSSMANN,health,-76.79
BOWLING FROM OPERA HOUSE IN-APP PURCHASE,entertainment,-110.43
Ralph Lauren Bill,shopping,-239.73
Stripe Apple Store Los Angeles,shopping,-39.91
WENDY'S DIRECT DEBIT,cafe_restaurant,-42.01
BIO COMPANY-STOCKHOLM-RECURRING GROCERIES,groceries,-76.47
BROADBAND ECOM REF 9C266Q12EO,bills_utilities,-351.46
Credit Gp Surgery,health,-223.89
FRESH FOOD AT TESCO FRESH FOOD,groceries,-89.85
Severn Trent With Friends,bills_utilities,-41.42
Circle K Direct Debit,transport,-17.12
KITCHENWARE AT TOMMY HILFIGER,shopping,-332.59
DEUTSCHE BAHN SEPA/ SHUTTLE,transport,-61.84
So Apple Music,entertainment,-135.53
carrefour direct debit food shopping,groceries,-63.26
CASHBACK*A0R48MAQO WAGE CREDIT,income,5255.35
CARD PAYMENT KAUFLAND  WEEKLY SHOP,groceries,-117.12
Return Bt Water,bills_utilities,-950.66
TAXI INBOUND TRANSFER,transport,-2.13
TAKEAWAY DOWNTOWN,cafe_restaurant,-12.28
WALGREENS ECOM,health,-105.92
BROADBAND BILL OUTING,bills_utilities,-557.78
Etsy/Txn/New York Dress,shopping,-184.9
standing order brasserie lunch,cafe_restaurant,-5.29
direct debit home insurance,bills_utilities,-1187.15
ride credited fuel,transport,-64.58
Dentist*W1Sza476M7 Gym,health,-235.98
Payment From Apple Music Streaming,entertainment,-133.97
grocery store app grocery,groceries,-45.54
iherb delivery gym,health,-107.09
standing order planet fitness dental,health,-59.68
contra dublin recurring freelance income,income,3422.51
salary/debit/paris wage credit,income,5903.36
Kaufland | Order | 08Dl0Geq9,groceries,-14.35
national rail payment stripe pass,transport,-79.88
Enterprise | Order | Mqdqiur91 Petrol,transport,-36.2
Wage Stripe,income,829.95
Groceries,groceries,-20.62
Myprotein Visit Checkup,health,-80.61
STANDING ORDER KEBAB SHOP PASTA,cafe_restaurant,-56.6
Caffe Nero-London-Sepa Dine In,cafe_restaurant,-34.59
Admiral*Lxhmca Insurance Premium,bills_utilities,-682.0
FUEL,transport,-31.06
WENDY'S DESSERT,cafe_restaurant,-37.64
HULU MONTHLY,entertainment,-39.83
employer with friends,income,4383.88
STRIPE BRITISH GAS DE MONTHLY BILL,bills_utilities,-995.18
DOUGLAS VISA FURNITURE,shopping,-450.57
Bus Delivery,transport,-69.64
return greyhound,transport,-10.86
Return Cashback,income,3557.57
recurring utilities,bills_utilities,-1350.64
ENEL VISIT,bills_utilities,-1487.02
CREDIT WAGE,income,5931.25
purchase national rail,transport,-74.21
So Metro,transport,-47.68
RECURRING TWITCH,entertainment,-56.68
hbo max monthly,entertainment,-88.05
hbo max with friends,entertainment,-43.12
Club Entry At Amazon Music,entertainment,-82.74
Purchase Costa Coffee,cafe_restaurant,-20.71
Subscription From Paramount+ Dlc,entertainment,-101.79
credit cashback salary received,income,4287.96
costa coffee direct debit dinner,cafe_restaurant,-40.82
Direct Debit Leon Beer,cafe_restaurant,-4.87
holland barrett - therapy doctor visit,health,-82.54
Festival Pass Downtown Festival Pass,entertainment,-12.63
BIO COMPANY DELIVERY,groceries,-63.46
GAS BILL STRIPE REF YKEWIABHT,bills_utilities,-324.0
pizza express visit,cafe_restaurant,-63.79
mubi direct debit,entertainment,-16.77
SEPA DEPARTMENT STORE KITCHENWARE SNEAKERS,shopping,-103.47
marks  london sepa,groceries,-122.98
Tfl Visit Ride,transport,-7.71
Hulu/Subscription/Us,entertainment,-114.42
Return Bulk Powders Doctor Visit,health,-175.44
SO ODEON,entertainment,-26.14
Cabify*Pay Brussels,transport,-49.79
PENNY MONTHLY,groceries,-23.93
RECURRING TOPTAL,income,4749.49
PURCHASE SUBWAY,cafe_restaurant,-32.85
return spotify,entertainment,-51.76
Recurring Mini Market Produce,groceries,-77.24
papa john's - pasta,cafe_restaurant,-27.97
return puma,shopping,-257.32
payment from salary cashback credited,income,5865.96
H&M - Homeware Homeware,shopping,-494.8
bt monthly subscription renewal,bills_utilities,-34.69
National Rail Zrbkikrm Us,transport,-24.51
MARKS SPENCER 6LZOSPEXWG VIENNA MILK,groceries,-87.55
ELECTRICITY OUTING ANNUAL FEE,bills_utilities,-1179.87
Trader Joe'S Fee Sepa,groceries,-91.22
TRANSFER RECEIVED NEAR WORK TRANSFER RECEIVED,income,886.95
AXA INSURANCE-MADRID-WEB,bills_utilities,-1260.45
pizza near work,cafe_restaurant,-10.26
therapy (la fitness) physio,health,-53.63
Vodafone Direct Debit Eu,bills_utilities,-1493.87
cashback | fee | fulr66apt,income,4906.75
Gadget At Outlet Store,shopping,-364.89
esso charging,transport,-6.27
CASHBACK CREDITED CREDITED PAYOUT,income,4050.18
IKEA XQS0AZKH BRUSSELS DRESS,shopping,-172.2
dd yoga studio medical,health,-80.48
dlc credited,entertainment,-131.04
CREDIT LIDL BULK FOOD,groceries,-69.04
billa received,groceries,-42.8
VISA SHAKE SHACK LOS ANGELES CAPPUCCINO,cafe_restaurant,-34.78
Fruits Outing Eggs,groceries,-92.36
ROSSMANN VISIT,health,-106.75
rwe vb1vl0b paris electricity,bills_utilities,-357.36
TRAM VISIT CHARGING,transport,-48.2
wage direct debit cashback credited,income,1749.36
CONTACTLESS ENEL PHONE PLAN,bills_utilities,-97.82
orlen jlgbhb6q8 lisbon toll,transport,-20.53
Lunch Downtown Dine In,cafe_restaurant,-33.33
LA FITNESS | DEBIT | QGT9K1O VITAMINS,health,-62.43
SHOW CREDITED FESTIVAL PASS,entertainment,-22.68
DD DIRECT LINE,bills_utilities,-1010.79
SUBSCRIPTION RENEWAL AT VATTENFALL,bills_utilities,-535.99
PARKING FEE AT ESSO DIESEL,transport,-25.46
CONTACTLESS CHICK-FIL-A,cafe_restaurant,-43.01
